Title,Authors,Year,Cited By,Dataset,Abstract,DOI,Journal,URL,Mentions_Accuracy,Mentions_F1,Mentions_Precision,Mentions_Recall,Mentions_Auc,Mentions_Roc,Mentions_Sensitivity,Mentions_Specificity,Mentions_Confusion_matrix,Mentions_Loss_function,Mentions_Cross-entropy,Mentions_Mean_squared_error,Mentions_Overfitting,Mentions_Underfitting,Mentions_Cross-validation,Mentions_Training_time,Mentions_Inference_time,Mentions_Statistical_significance,Mentions_P-value,Mentions_T-test,Mentions_Anova,Mentions_Correlation,Mentions_Regression,Mentions_Baseline_comparison,Mentions_Mae,Mentions_Rmse,Mentions_Bias
Do deep neural networks learn facial action units when doing expression recognition?,"['P Khorrami', 'T Paine', 'T Huang']",2015,360,Extended Cohn-Kanade deep learning,"Cohn-Kanade (CK+) dataset [18], and the Multi-PIE dataset [10]. However, the recent success  of deep neural networks  in our experiments: the extended Cohn-Kanade database (CK+) [",No DOI,Proceedings of the IEEE …,http://arxiv.org/abs/1510.02969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition via deep learning,"['X Zhao', 'X Shi', 'S Zhang']",2015,270,Extended Cohn-Kanade deep learning,"Experimental results on two benchmarking facial expression databases, ie, the JAFFE  database and the Cohn-Kanade database, demonstrate the promising performance of the",No DOI,IETE technical review,https://ieeexplore.ieee.org/document/8308363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade deep learning,"It involves computer vision, machine learning and behavioral sciences, and can be used  for many applications such as security [20], human-computer-interaction [23], driver safety [24],",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Extended deep neural network for facial emotion recognition,"['DK Jain', 'P Shamsolmoali', 'P Sehdev']",2019,416,Extended Cohn-Kanade deep learning,"This paper proposed a new deep learning model for the  size and variety of datasets, deep  neural network is the most  datasets are publicly available such as Cohn–Kanade (CK+) [7]",No DOI,Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S016786551930008X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Do deep neural networks learn facial action units when doing expression recognition?,"['P Khorrami', 'T Paine', 'T Huang']",2015,360,Extended Cohn-Kanade deep learning,"Cohn-Kanade (CK+) dataset [18], and the Multi-PIE dataset [10]. However, the recent success  of deep neural networks  in our experiments: the extended Cohn-Kanade database (CK+) [",No DOI,Proceedings of the IEEE …,http://arxiv.org/abs/1510.02969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition via deep learning,"['X Zhao', 'X Shi', 'S Zhang']",2015,270,Extended Cohn-Kanade deep learning,"Experimental results on two benchmarking facial expression databases, ie, the JAFFE  database and the Cohn-Kanade database, demonstrate the promising performance of the",No DOI,IETE technical review,https://ieeexplore.ieee.org/document/8308363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emotion recognition from facial expression using deep convolutional neural network,['DY Liliana'],2019,116,Extended Cohn-Kanade deep learning,This paper extends the deep Convolutional Neural Network ( This research uses the  extended Cohn Kanade (CK+) dataset  In this paper we contribute a Deep Learning approaches,No DOI,Journal of physics: conference series,https://iopscience.iop.org/article/10.1088/1742-6596/1193/1/012004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade deep learning,"It involves computer vision, machine learning and behavioral sciences, and can be used  for many applications such as security [20], human-computer-interaction [23], driver safety [24],",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Extended deep neural network for facial emotion recognition,"['DK Jain', 'P Shamsolmoali', 'P Sehdev']",2019,416,Extended Cohn-Kanade deep learning,"This paper proposed a new deep learning model for the  size and variety of datasets, deep  neural network is the most  datasets are publicly available such as Cohn–Kanade (CK+) [7]",No DOI,Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S016786551930008X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Do deep neural networks learn facial action units when doing expression recognition?,"['P Khorrami', 'T Paine', 'T Huang']",2015,360,Extended Cohn-Kanade deep learning,"Cohn-Kanade (CK+) dataset [18], and the Multi-PIE dataset [10]. However, the recent success  of deep neural networks  in our experiments: the extended Cohn-Kanade database (CK+) [",No DOI,Proceedings of the IEEE …,http://arxiv.org/abs/1510.02969,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition via deep learning,"['X Zhao', 'X Shi', 'S Zhang']",2015,270,Extended Cohn-Kanade deep learning,"Experimental results on two benchmarking facial expression databases, ie, the JAFFE  database and the Cohn-Kanade database, demonstrate the promising performance of the",No DOI,IETE technical review,https://ieeexplore.ieee.org/document/8308363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emotion recognition from facial expression using deep convolutional neural network,['DY Liliana'],2019,116,Extended Cohn-Kanade deep learning,This paper extends the deep Convolutional Neural Network ( This research uses the  extended Cohn Kanade (CK+) dataset  In this paper we contribute a Deep Learning approaches,No DOI,Journal of physics: conference series,https://iopscience.iop.org/article/10.1088/1742-6596/1193/1/012004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A deep learning perspective on the origin of facial expressions,"['R Breuer', 'R Kimmel']",2017,140,Extended Cohn-Kanade deep learning,"We verify our findings on the Extended Cohn-Kanade (CK+),  tasks and tests using transfer  learning, including cross-dataset  long-short-term-memory (LSTM) recurrent neural network (",No DOI,arXiv preprint arXiv:1705.01842,https://arxiv.org/abs/1705.01842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade machine learning,"It involves computer vision, machine learning and behavioral sciences, and can be used  for many applications such as security [20], human-computer-interaction [23], driver safety [24],",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade machine learning,"It involves computer vision, machine learning and behavioral sciences, and can be used  for many applications such as security [20], human-computer-interaction [23], driver safety [24],",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A new facial expression recognition based on curvelet transform and online sequential extreme learning machine initialized with spherical clustering,"['A Uçar', 'Y Demir', 'C Güzeliş']",2016,158,Extended Cohn-Kanade machine learning,"So, the learning machine is called as OSELM-SC. It is  Expression database and the  Cohn-Kanade database. The  of California at irvine repository of the machine learning database",No DOI,Neural Computing and Applications,https://link.springer.com/article/10.1007/s00521-014-1569-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade machine learning,"It involves computer vision, machine learning and behavioral sciences, and can be used  for many applications such as security [20], human-computer-interaction [23], driver safety [24],",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A new facial expression recognition based on curvelet transform and online sequential extreme learning machine initialized with spherical clustering,"['A Uçar', 'Y Demir', 'C Güzeliş']",2016,158,Extended Cohn-Kanade machine learning,"So, the learning machine is called as OSELM-SC. It is  Expression database and the  Cohn-Kanade database. The  of California at irvine repository of the machine learning database",No DOI,Neural Computing and Applications,https://link.springer.com/article/10.1007/s00521-014-1569-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Machine learning methods for fully automatic recognition of facial expressions and facial actions,"['MS Bartlett', 'G Littlewort', 'C Lainscsek']",2004,216,Extended Cohn-Kanade machine learning,"A second version of the system detects 18 action units of the Facial Action Coding  System (FAcs), we conducted cal investigations of machine learning methods applied to this",No DOI,"… on Systems, Man …",https://www.researchgate.net/publication/220755152_Machine_Learning_Methods_for_Fully_Automatic_Recognition_of_Facial_Expressions_and_Facial_Actions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade machine learning,"It involves computer vision, machine learning and behavioral sciences, and can be used  for many applications such as security [20], human-computer-interaction [23], driver safety [24],",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A new facial expression recognition based on curvelet transform and online sequential extreme learning machine initialized with spherical clustering,"['A Uçar', 'Y Demir', 'C Güzeliş']",2016,158,Extended Cohn-Kanade machine learning,"So, the learning machine is called as OSELM-SC. It is  Expression database and the  Cohn-Kanade database. The  of California at irvine repository of the machine learning database",No DOI,Neural Computing and Applications,https://link.springer.com/article/10.1007/s00521-014-1569-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Machine learning methods for fully automatic recognition of facial expressions and facial actions,"['MS Bartlett', 'G Littlewort', 'C Lainscsek']",2004,216,Extended Cohn-Kanade machine learning,"A second version of the system detects 18 action units of the Facial Action Coding  System (FAcs), we conducted cal investigations of machine learning methods applied to this",No DOI,"… on Systems, Man …",https://www.researchgate.net/publication/220755152_Machine_Learning_Methods_for_Fully_Automatic_Recognition_of_Facial_Expressions_and_Facial_Actions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A deep learning perspective on the origin of facial expressions,"['R Breuer', 'R Kimmel']",2017,140,Extended Cohn-Kanade machine learning,"We verify our findings on the Extended Cohn-Kanade (CK+), NovaEmotions and FER2013  datasets. We apply these models to various tasks and tests using transfer learning, including",No DOI,arXiv preprint arXiv:1705.01842,https://arxiv.org/abs/1705.01842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade machine learning,"It involves computer vision, machine learning and behavioral sciences, and can be used  for many applications such as security [20], human-computer-interaction [23], driver safety [24],",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A new facial expression recognition based on curvelet transform and online sequential extreme learning machine initialized with spherical clustering,"['A Uçar', 'Y Demir', 'C Güzeliş']",2016,158,Extended Cohn-Kanade machine learning,"So, the learning machine is called as OSELM-SC. It is  Expression database and the  Cohn-Kanade database. The  of California at irvine repository of the machine learning database",No DOI,Neural Computing and Applications,https://link.springer.com/article/10.1007/s00521-014-1569-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Machine learning methods for fully automatic recognition of facial expressions and facial actions,"['MS Bartlett', 'G Littlewort', 'C Lainscsek']",2004,216,Extended Cohn-Kanade machine learning,"A second version of the system detects 18 action units of the Facial Action Coding  System (FAcs), we conducted cal investigations of machine learning methods applied to this",No DOI,"… on Systems, Man …",https://www.researchgate.net/publication/220755152_Machine_Learning_Methods_for_Fully_Automatic_Recognition_of_Facial_Expressions_and_Facial_Actions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A deep learning perspective on the origin of facial expressions,"['R Breuer', 'R Kimmel']",2017,140,Extended Cohn-Kanade machine learning,"We verify our findings on the Extended Cohn-Kanade (CK+), NovaEmotions and FER2013  datasets. We apply these models to various tasks and tests using transfer learning, including",No DOI,arXiv preprint arXiv:1705.01842,https://arxiv.org/abs/1705.01842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Recognizing facial expression: machine learning and application to spontaneous behavior,"['MS Bartlett', 'G Littlewort', 'M Frank']",2005,912,Extended Cohn-Kanade machine learning,"We first report performance for generalization to novel subjects within the Cohn-Kanade and   Shown are 4 subjects from the Cohn-Kanade dataset posing disgust containing AU’s 4,7",No DOI,2005 IEEE Computer …,https://ieeexplore.ieee.org/document/1467492/1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade machine learning,"It involves computer vision, machine learning and behavioral sciences, and can be used  for many applications such as security [20], human-computer-interaction [23], driver safety [24],",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A new facial expression recognition based on curvelet transform and online sequential extreme learning machine initialized with spherical clustering,"['A Uçar', 'Y Demir', 'C Güzeliş']",2016,158,Extended Cohn-Kanade machine learning,"So, the learning machine is called as OSELM-SC. It is  Expression database and the  Cohn-Kanade database. The  of California at irvine repository of the machine learning database",No DOI,Neural Computing and Applications,https://link.springer.com/article/10.1007/s00521-014-1569-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Machine learning methods for fully automatic recognition of facial expressions and facial actions,"['MS Bartlett', 'G Littlewort', 'C Lainscsek']",2004,216,Extended Cohn-Kanade machine learning,"A second version of the system detects 18 action units of the Facial Action Coding  System (FAcs), we conducted cal investigations of machine learning methods applied to this",No DOI,"… on Systems, Man …",https://www.researchgate.net/publication/220755152_Machine_Learning_Methods_for_Fully_Automatic_Recognition_of_Facial_Expressions_and_Facial_Actions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A deep learning perspective on the origin of facial expressions,"['R Breuer', 'R Kimmel']",2017,140,Extended Cohn-Kanade machine learning,"We verify our findings on the Extended Cohn-Kanade (CK+), NovaEmotions and FER2013  datasets. We apply these models to various tasks and tests using transfer learning, including",No DOI,arXiv preprint arXiv:1705.01842,https://arxiv.org/abs/1705.01842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Recognizing facial expression: machine learning and application to spontaneous behavior,"['MS Bartlett', 'G Littlewort', 'M Frank']",2005,912,Extended Cohn-Kanade machine learning,"We first report performance for generalization to novel subjects within the Cohn-Kanade and   Shown are 4 subjects from the Cohn-Kanade dataset posing disgust containing AU’s 4,7",No DOI,2005 IEEE Computer …,https://ieeexplore.ieee.org/document/1467492/1000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adaptive feature mapping for customizing deep learning based facial expression recognition model,"['BF Wu', 'CH Lin']",2018,106,Extended Cohn-Kanade machine learning,"progress in this artificial intelligence era. Many deep learning approaches have been applied  in  Compared to the competing deep learning architectures with the same training data, our",No DOI,IEEE access,https://ieeexplore.ieee.org/document/8291717,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade classification,"In 2000, the Cohn-Kanade (CK) database was released for the purpose of promoting  To  address these and other concerns, we present the Extended Cohn-Kanade (CK+) database.",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade classification,"In 2000, the Cohn-Kanade (CK) database was released for the purpose of promoting  To  address these and other concerns, we present the Extended Cohn-Kanade (CK+) database.",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Facial expression classification based on SVM, KNN and MLP classifiers","['HI Dino', 'MB Abdulrazzaq']",2019,160,Extended Cohn-Kanade classification,The Extended Cohn-Kanade (CK+) dataset used as good data recourse to exam the  classification of human Facial Expression. Principal component analysis (PCA) used to reduce the,No DOI,2019 International Conference on …,http://ieeexplore.ieee.org/document/8723728/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade classification,"In 2000, the Cohn-Kanade (CK) database was released for the purpose of promoting  To  address these and other concerns, we present the Extended Cohn-Kanade (CK+) database.",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Facial expression classification based on SVM, KNN and MLP classifiers","['HI Dino', 'MB Abdulrazzaq']",2019,160,Extended Cohn-Kanade classification,The Extended Cohn-Kanade (CK+) dataset used as good data recourse to exam the  classification of human Facial Expression. Principal component analysis (PCA) used to reduce the,No DOI,2019 International Conference on …,http://ieeexplore.ieee.org/document/8723728/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Recognizing action units for facial expression analysis,"['YI Tian', 'T Kanade', 'JF Cohn']",2001,2384,Extended Cohn-Kanade classification,We classify each of the wrinkles into one of two states:  of seven subjects from the Cohn-Kanade  database. Of the 72  of 46 subjects from the CohnKanade database and tested on 50,No DOI,IEEE Transactions on pattern …,https://ieeexplore.ieee.org/document/908962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The extended cohn-kanade dataset (ck+): A complete dataset for action unit and emotion-specified expression,"['P Lucey', 'JF Cohn', 'T Kanade', 'J Saragih']",2010,5135,Extended Cohn-Kanade classification,"In 2000, the Cohn-Kanade (CK) database was released for the purpose of promoting  To  address these and other concerns, we present the Extended Cohn-Kanade (CK+) database.",No DOI,2010 ieee computer …,https://ieeexplore.ieee.org/document/5543262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Facial expression classification based on SVM, KNN and MLP classifiers","['HI Dino', 'MB Abdulrazzaq']",2019,160,Extended Cohn-Kanade classification,The Extended Cohn-Kanade (CK+) dataset used as good data recourse to exam the  classification of human Facial Expression. Principal component analysis (PCA) used to reduce the,No DOI,2019 International Conference on …,http://ieeexplore.ieee.org/document/8723728/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Recognizing action units for facial expression analysis,"['YI Tian', 'T Kanade', 'JF Cohn']",2001,2384,Extended Cohn-Kanade classification,We classify each of the wrinkles into one of two states:  of seven subjects from the Cohn-Kanade  database. Of the 72  of 46 subjects from the CohnKanade database and tested on 50,No DOI,IEEE Transactions on pattern …,https://ieeexplore.ieee.org/document/908962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition based on facial components detection and hog features,"['J Chen', 'Z Chen', 'Z Chi', 'H Fu']",2014,133,Extended Cohn-Kanade classification,perform the facial expression classification. We evaluate our proposed method on the JAFFE  dataset and an extended Cohn-Kanade dataset. The average classification rate on the two,No DOI,International workshops on …,http://www.cedus.it/documents/SicurezzaUrbana/Videosorveglianza_e_altre_tecnologie_video_di_controllo/3ZChi_ACV-1.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
